invoice_no,order_sales,order_items,unique_products,customer_id,country,invoice_date
561877,483.63,485,33,16401.0,United Kingdom,2011-07-31 12:16:00
561878,189.82999999999998,59,11,17388.0,United Kingdom,2011-07-31 12:34:00
561879,738.0600000000001,351,34,13722.0,United Kingdom,2011-07-31 12:43:00
561880,173.88,92,5,13722.0,United Kingdom,2011-07-31 12:44:00
561881,446.75,229,24,16477.0,United Kingdom,2011-07-31 12:47:00
561882,621.3,262,31,13388.0,United Kingdom,2011-07-31 12:52:00
561883,55.8,20,4,13388.0,United Kingdom,2011-07-31 12:52:00
561884,139.98,82,31,15453.0,United Kingdom,2011-07-31 13:07:00
561885,324.1,109,60,15532.0,United Kingdom,2011-07-31 13:13:00
561887,309.14,522,21,14414.0,United Kingdom,2011-07-31 13:33:00
561888,360.54,258,21,14092.0,United Kingdom,2011-07-31 13:36:00
561889,519.04,214,31,15804.0,United Kingdom,2011-07-31 13:37:00
561890,343.41,197,10,12697.0,Sweden,2011-07-31 14:17:00
561891,156.57999999999998,59,25,15438.0,United Kingdom,2011-07-31 14:19:00
561893,287.38,99,46,12942.0,United Kingdom,2011-07-31 14:39:00
561894,494.27,480,187,14456.0,United Kingdom,2011-07-31 15:00:00
561895,1.25,1,1,12748.0,United Kingdom,2011-07-31 15:04:00
561896,408.33,225,24,15819.0,United Kingdom,2011-07-31 15:22:00
561897,220.2,123,58,17841.0,United Kingdom,2011-07-31 15:24:00
561898,1325.23,628,45,12456.0,Switzerland,2011-07-31 15:25:00
561899,462.78,116,12,17173.0,United Kingdom,2011-07-31 15:26:00
561900,638.19,523,77,16655.0,United Kingdom,2011-07-31 15:31:00
561901,13464.26,5246,19,14156.0,EIRE,2011-07-31 15:42:00
561902,3633.5800000000004,2567,24,17404.0,Sweden,2011-07-31 15:50:00
561903,298.38,176,17,17162.0,United Kingdom,2011-07-31 16:04:00
561904,304.56,252,2,17941.0,United Kingdom,2011-08-01 08:30:00
561905,178.5,118,10,14947.0,United Kingdom,2011-08-01 09:31:00
561906,660.45,471,32,12921.0,United Kingdom,2011-08-01 10:03:00
561907,211.14000000000001,250,17,14060.0,United Kingdom,2011-08-01 10:08:00
561908,120.5,60,6,14239.0,United Kingdom,2011-08-01 10:09:00
561909,301.14,250,8,15625.0,United Kingdom,2011-08-01 10:23:00
561910,498.48,122,13,17053.0,United Kingdom,2011-08-01 10:23:00
561911,1089.18,651,63,12534.0,Germany,2011-08-01 10:26:00
561912,181.16,218,21,13184.0,United Kingdom,2011-08-01 11:08:00
561913,8.29,7,3,13184.0,United Kingdom,2011-08-01 11:12:00
561914,182.66,134,14,17676.0,United Kingdom,2011-08-01 11:13:00
561915,781.19,575,42,14408.0,United Kingdom,2011-08-01 11:23:00
561916,250.0,1,1,15581.0,United Kingdom,2011-08-01 11:44:00
561917,228.94,89,64,16904.0,United Kingdom,2011-08-01 11:57:00
561922,174.64,80,23,13167.0,United Kingdom,2011-08-01 12:12:00
561923,748.32,476,39,14112.0,United Kingdom,2011-08-01 12:16:00
561925,306.1,316,11,16551.0,United Kingdom,2011-08-01 12:28:00
561926,1866.43,812,84,12749.0,United Kingdom,2011-08-01 12:48:00
561928,29.700000000000003,6,1,12749.0,United Kingdom,2011-08-01 12:50:00
561933,678.47,434,38,12949.0,United Kingdom,2011-08-01 12:56:00
561936,204.0,16,1,14403.0,United Kingdom,2011-08-01 12:57:00
561952,59.400000000000006,28,3,12949.0,United Kingdom,2011-08-01 13:02:00
561955,35.1,18,2,12949.0,United Kingdom,2011-08-01 13:03:00
561967,174.88,77,27,12844.0,United Kingdom,2011-08-01 13:11:00
561968,229.0,74,22,16332.0,United Kingdom,2011-08-01 13:29:00
561969,206.69,153,32,17757.0,United Kingdom,2011-08-01 13:31:00
561995,306.02,383,10,16133.0,United Kingdom,2011-08-01 13:44:00
562002,800.76,172,13,14567.0,United Kingdom,2011-08-01 13:48:00
562011,422.07,207,13,16745.0,United Kingdom,2011-08-01 13:54:00
562014,321.29,237,18,14341.0,United Kingdom,2011-08-01 14:05:00
562015,57.3,30,3,17615.0,United Kingdom,2011-08-01 14:06:00
562017,759.56,172,13,14937.0,Channel Islands,2011-08-01 14:16:00
562018,687.0,916,5,17282.0,United Kingdom,2011-08-01 14:29:00
562019,457.6,220,14,14709.0,United Kingdom,2011-08-01 14:57:00
562021,249.0,136,11,16172.0,United Kingdom,2011-08-01 15:37:00
562023,258.75,131,15,16814.0,United Kingdom,2011-08-01 15:57:00
562025,227.0,84,12,12828.0,United Kingdom,2011-08-01 16:16:00
562029,2327.0,1300,7,16182.0,United Kingdom,2011-08-01 16:41:00
562031,3226.13,1632,262,16984.0,United Kingdom,2011-08-01 17:37:00
562032,584.91,277,22,12347.0,Iceland,2011-08-02 08:48:00
562033,340.74,146,14,15410.0,United Kingdom,2011-08-02 08:49:00
562034,777.95,267,39,12449.0,Belgium,2011-08-02 09:14:00
562035,438.16,264,28,12627.0,Germany,2011-08-02 09:29:00
562036,99.6,24,1,15187.0,United Kingdom,2011-08-02 09:34:00
562037,336.4,159,20,13023.0,United Kingdom,2011-08-02 09:34:00
562038,219.20000000000002,137,14,12633.0,Germany,2011-08-02 09:35:00
562039,85.8,52,5,12593.0,France,2011-08-02 09:55:00
562040,1487.6,1048,2,17553.0,United Kingdom,2011-08-02 10:00:00
562042,919.61,485,22,13075.0,United Kingdom,2011-08-02 10:19:00
562043,406.09000000000003,283,24,15342.0,United Kingdom,2011-08-02 10:19:00
562044,114.78,583,11,16607.0,United Kingdom,2011-08-02 10:24:00
562045,477.90999999999997,325,31,12644.0,Germany,2011-08-02 10:33:00
562046,4008.62,2529,219,12378.0,Switzerland,2011-08-02 10:34:00
562047,16.7,3,3,17788.0,United Kingdom,2011-08-02 10:38:00
562049,267.72,172,11,14133.0,United Kingdom,2011-08-02 11:33:00
562050,19.92,24,1,14133.0,United Kingdom,2011-08-02 11:34:00
562053,376.02,1126,11,16701.0,United Kingdom,2011-08-02 12:11:00
562085,970.58,486,46,15228.0,United Kingdom,2011-08-02 12:27:00
562087,124.11,66,30,14606.0,United Kingdom,2011-08-02 12:31:00
562088,228.95999999999998,216,2,13094.0,United Kingdom,2011-08-02 12:35:00
562092,457.86,278,4,16133.0,United Kingdom,2011-08-02 12:55:00
562093,326.22,138,9,13777.0,United Kingdom,2011-08-02 12:59:00
562094,69.6,48,2,15024.0,United Kingdom,2011-08-02 13:09:00
562095,168.05,145,14,16712.0,United Kingdom,2011-08-02 13:15:00
562096,189.94,222,14,15311.0,United Kingdom,2011-08-02 13:16:00
562098,20.8,10,1,14315.0,United Kingdom,2011-08-02 13:31:00
562099,423.3,261,26,14688.0,United Kingdom,2011-08-02 13:46:00
562100,362.52000000000004,131,19,13437.0,United Kingdom,2011-08-02 14:00:00
562101,1595.48,944,93,13850.0,United Kingdom,2011-08-02 14:04:00
562102,1490.82,906,57,13089.0,United Kingdom,2011-08-02 14:21:00
562103,24.6,30,1,13089.0,United Kingdom,2011-08-02 14:23:00
562105,174.11,113,11,15271.0,United Kingdom,2011-08-02 14:50:00
562106,122.47,81,43,14076.0,United Kingdom,2011-08-02 15:19:00
562107,500.24,728,6,13805.0,United Kingdom,2011-08-02 15:29:00
562108,116.01,89,14,17809.0,United Kingdom,2011-08-02 15:40:00
562109,465.56000000000006,292,4,13798.0,United Kingdom,2011-08-02 15:42:00
562112,165.24,110,9,18236.0,United Kingdom,2011-08-02 15:53:00
562120,321.5,398,12,13756.0,United Kingdom,2011-08-02 17:04:00
562123,870.0,600,4,17353.0,United Kingdom,2011-08-02 17:19:00
562125,111.35,30,10,17887.0,United Kingdom,2011-08-02 17:29:00
562127,201.77,339,15,13717.0,United Kingdom,2011-08-03 08:21:00
562128,444.22,274,25,16150.0,United Kingdom,2011-08-03 09:06:00
562129,988.34,360,51,13186.0,United Kingdom,2011-08-03 09:09:00
562130,275.88,137,15,12750.0,Poland,2011-08-03 09:13:00
562131,490.87,287,29,18178.0,United Kingdom,2011-08-03 09:30:00
562132,583.24,396,20,13384.0,United Kingdom,2011-08-03 09:40:00
562133,112.09,76,11,16419.0,United Kingdom,2011-08-03 09:47:00
562136,168.0,126,3,15374.0,United Kingdom,2011-08-03 09:59:00
562137,221.04,187,13,12720.0,Germany,2011-08-03 10:04:00
562138,647.75,153,7,14737.0,United Kingdom,2011-08-03 10:04:00
562140,95.85,43,5,18241.0,United Kingdom,2011-08-03 10:11:00
562141,441.18,66,6,17389.0,United Kingdom,2011-08-03 10:12:00
562143,2353.0,1460,24,16422.0,United Kingdom,2011-08-03 10:41:00
562145,341.58,152,18,17656.0,United Kingdom,2011-08-03 10:45:00
562146,614.78,272,27,17675.0,United Kingdom,2011-08-03 10:45:00
562148,218.27,138,7,13695.0,United Kingdom,2011-08-03 10:49:00
562150,301.92,170,14,14132.0,United Kingdom,2011-08-03 10:49:00
562152,205.1,98,6,16168.0,United Kingdom,2011-08-03 10:56:00
562153,1004.88,762,22,14088.0,United Kingdom,2011-08-03 11:21:00
562155,162.0,648,3,17940.0,United Kingdom,2011-08-03 11:24:00
562156,310.02,346,15,14401.0,United Kingdom,2011-08-03 11:35:00
562157,767.0699999999999,332,26,16012.0,United Kingdom,2011-08-03 11:44:00
562158,536.58,219,44,15039.0,United Kingdom,2011-08-03 11:45:00
562161,264.55,201,64,17841.0,United Kingdom,2011-08-03 11:58:00
562162,158.43,69,14,12841.0,United Kingdom,2011-08-03 12:03:00
562163,308.43,245,19,15628.0,United Kingdom,2011-08-03 12:06:00
562166,595.26,524,39,13209.0,United Kingdom,2011-08-03 12:10:00
562173,460.43,171,33,14530.0,United Kingdom,2011-08-03 12:12:00
562199,174.0,91,27,12748.0,United Kingdom,2011-08-03 12:20:00
562200,658.38,176,27,17719.0,United Kingdom,2011-08-03 12:21:00
562201,166.72,40,21,14527.0,United Kingdom,2011-08-03 12:31:00
562202,526.22,218,15,15290.0,United Kingdom,2011-08-03 12:33:00
562203,839.76,464,31,16102.0,United Kingdom,2011-08-03 12:50:00
562204,258.17,184,60,16324.0,United Kingdom,2011-08-03 12:54:00
562205,310.33,113,15,18055.0,United Kingdom,2011-08-03 12:55:00
562207,1202.22,699,8,12643.0,France,2011-08-03 12:56:00
562208,3.95,1,1,16324.0,United Kingdom,2011-08-03 12:58:00
562209,412.35,153,18,13213.0,United Kingdom,2011-08-03 13:06:00
562210,617.45,389,37,13486.0,United Kingdom,2011-08-03 13:10:00
562211,148.78,290,11,17429.0,United Kingdom,2011-08-03 13:22:00
562213,384.34,322,74,13975.0,United Kingdom,2011-08-03 13:39:00
562214,301.17,169,17,17731.0,United Kingdom,2011-08-03 13:39:00
562216,99.1,42,5,16835.0,United Kingdom,2011-08-03 13:50:00
562217,318.24,158,18,17659.0,United Kingdom,2011-08-03 14:06:00
562218,1106.96,873,52,13851.0,United Kingdom,2011-08-03 14:07:00
562219,1221.56,674,69,15089.0,United Kingdom,2011-08-03 14:14:00
562220,304.42,108,18,15150.0,United Kingdom,2011-08-03 14:19:00
562222,832.5000000000001,634,15,18073.0,United Kingdom,2011-08-03 14:33:00
562224,611.24,712,4,17306.0,United Kingdom,2011-08-03 14:35:00
562233,114.77,28,18,14972.0,United Kingdom,2011-08-03 14:54:00
562255,14.04,36,1,16607.0,United Kingdom,2011-08-03 15:02:00
562256,399.6,109,20,15152.0,United Kingdom,2011-08-03 15:14:00
562257,148.72,88,1,17848.0,United Kingdom,2011-08-03 15:14:00
562258,191.82,119,43,16348.0,United Kingdom,2011-08-03 15:28:00
562259,85.2,72,3,15400.0,United Kingdom,2011-08-03 15:34:00
562260,452.8,327,16,13408.0,United Kingdom,2011-08-03 15:38:00
562261,119.52,48,1,13408.0,United Kingdom,2011-08-03 15:38:00
562262,66.0,40,1,13408.0,United Kingdom,2011-08-03 15:39:00
562263,208.65,135,40,17514.0,United Kingdom,2011-08-03 15:45:00
562269,251.94,154,35,14056.0,United Kingdom,2011-08-03 16:35:00
562270,594.0,120,2,12917.0,United Kingdom,2011-08-03 16:42:00
562271,200.32,110,12,16098.0,United Kingdom,2011-08-03 17:05:00
562272,83.10000000000001,54,4,12971.0,United Kingdom,2011-08-04 08:18:00
562273,788.87,152,31,12502.0,Spain,2011-08-04 09:55:00
562274,360.81,145,17,12704.0,Finland,2011-08-04 10:00:00
562275,511.03000000000003,281,34,12689.0,France,2011-08-04 10:04:00
562276,954.0,538,49,17735.0,United Kingdom,2011-08-04 10:23:00
562277,190.35,461,3,17315.0,United Kingdom,2011-08-04 10:24:00
562282,2022.6,1320,35,13098.0,United Kingdom,2011-08-04 10:38:00
562283,615.5,365,37,15249.0,United Kingdom,2011-08-04 10:43:00
562284,324.52,368,12,15133.0,United Kingdom,2011-08-04 10:44:00
562285,612.0,960,2,17404.0,Sweden,2011-08-04 10:45:00
562286,913.3,580,13,15061.0,United Kingdom,2011-08-04 10:45:00
562287,78.56,33,5,12455.0,Spain,2011-08-04 11:07:00
562290,132.05,47,6,14825.0,United Kingdom,2011-08-04 11:16:00
562313,496.24,230,24,14640.0,United Kingdom,2011-08-04 11:38:00
562332,579.0,500,4,13791.0,United Kingdom,2011-08-04 11:44:00
562339,167.26,167,31,13571.0,United Kingdom,2011-08-04 11:59:00
562340,407.38,210,26,13985.0,United Kingdom,2011-08-04 12:05:00
562341,192.28,195,45,15005.0,United Kingdom,2011-08-04 12:13:00
562342,199.74,126,13,16929.0,United Kingdom,2011-08-04 12:13:00
562343,376.32,1208,2,17381.0,United Kingdom,2011-08-04 12:13:00
562344,151.2,720,1,17381.0,United Kingdom,2011-08-04 12:14:00
562345,1505.64,1524,20,13694.0,United Kingdom,2011-08-04 12:14:00
562346,422.82,382,18,16187.0,United Kingdom,2011-08-04 12:14:00
562347,167.32,78,46,13263.0,United Kingdom,2011-08-04 12:22:00
562348,5162.74,3005,57,17511.0,United Kingdom,2011-08-04 12:36:00
562349,173.70000000000002,6,2,16915.0,United Kingdom,2011-08-04 13:03:00
562351,198.0,150,8,16626.0,United Kingdom,2011-08-04 13:10:00
562353,2317.0,1312,32,16180.0,United Kingdom,2011-08-04 13:15:00
562354,193.35999999999999,392,16,17470.0,United Kingdom,2011-08-04 13:15:00
562355,133.20000000000002,40,4,14768.0,United Kingdom,2011-08-04 13:25:00
562365,117.3,39,22,14344.0,United Kingdom,2011-08-04 13:51:00
562366,117.48,108,7,17692.0,United Kingdom,2011-08-04 14:01:00
562368,299.52,260,9,16570.0,United Kingdom,2011-08-04 14:06:00
562369,749.45,245,16,17584.0,United Kingdom,2011-08-04 14:12:00
562370,1062.84,556,44,12626.0,Germany,2011-08-04 14:20:00
562371,788.04,525,46,13709.0,United Kingdom,2011-08-04 14:30:00
562372,754.8000000000001,216,6,16258.0,United Kingdom,2011-08-04 14:33:00
562373,318.5,98,5,16672.0,United Kingdom,2011-08-04 14:33:00
562374,4345.1,2270,31,14911.0,EIRE,2011-08-04 14:40:00
562376,300.36,275,18,15254.0,United Kingdom,2011-08-04 15:04:00
562377,799.94,506,97,14535.0,United Kingdom,2011-08-04 15:04:00
562378,943.07,675,29,15046.0,United Kingdom,2011-08-04 15:07:00
562379,203.78,126,12,15134.0,United Kingdom,2011-08-04 15:17:00
562380,396.81,165,17,14778.0,United Kingdom,2011-08-04 15:23:00
562381,638.02,456,29,16873.0,United Kingdom,2011-08-04 15:33:00
562387,312.95,289,22,13402.0,United Kingdom,2011-08-04 15:51:00
562388,168.31,149,19,18099.0,United Kingdom,2011-08-04 15:52:00
562389,199.7,214,14,16531.0,United Kingdom,2011-08-04 15:55:00
562392,476.29999999999995,196,24,15205.0,United Kingdom,2011-08-04 16:07:00
562393,1019.44,476,27,18172.0,United Kingdom,2011-08-04 16:17:00
562416,301.93,64,10,13969.0,United Kingdom,2011-08-04 16:31:00
562418,367.32,176,19,16572.0,United Kingdom,2011-08-04 16:34:00
562419,249.13,124,12,14667.0,United Kingdom,2011-08-04 16:36:00
562421,74.4,264,9,15241.0,United Kingdom,2011-08-04 16:41:00
562422,62.64,88,5,13218.0,United Kingdom,2011-08-04 16:59:00
562424,12.75,1,1,12584.0,Italy,2011-08-04 17:07:00
562426,29.7,6,2,12748.0,United Kingdom,2011-08-04 17:13:00
562427,311.02,155,36,17267.0,United Kingdom,2011-08-04 17:19:00
562428,6.6,4,1,17267.0,United Kingdom,2011-08-04 17:22:00
562429,423.84000000000003,136,12,13767.0,United Kingdom,2011-08-04 17:23:00
562430,270.52,472,15,18109.0,United Kingdom,2011-08-04 17:26:00
562431,47.29,29,6,13069.0,United Kingdom,2011-08-04 17:37:00
562432,716.0,386,26,14004.0,United Kingdom,2011-08-04 17:38:00
562433,1016.04,621,14,17677.0,United Kingdom,2011-08-04 17:40:00
562434,229.5,30,1,12823.0,United Kingdom,2011-08-04 17:45:00
562435,225.14,34,7,12693.0,Germany,2011-08-04 17:51:00
562436,2.25,3,1,17961.0,United Kingdom,2011-08-04 17:55:00
562437,447.93,309,26,13047.0,United Kingdom,2011-08-04 17:58:00
562439,18841.48,11848,22,12931.0,United Kingdom,2011-08-04 18:06:00
562440,204.0,48,1,12931.0,United Kingdom,2011-08-04 18:07:00
562441,161.4,32,4,14543.0,United Kingdom,2011-08-04 18:18:00
562442,98.16,64,4,14397.0,United Kingdom,2011-08-04 18:31:00
562443,622.5,150,1,17723.0,United Kingdom,2011-08-04 18:37:00
562444,372.24,267,54,14713.0,United Kingdom,2011-08-04 18:44:00
562445,355.56,190,21,12417.0,Belgium,2011-08-04 18:51:00
562446,118.8,24,1,13145.0,United Kingdom,2011-08-04 19:06:00
562447,492.0,112,6,15251.0,United Kingdom,2011-08-04 19:20:00
562448,1327.55,905,15,17428.0,United Kingdom,2011-08-04 19:22:00
562449,250.32,162,30,14562.0,United Kingdom,2011-08-04 20:01:00
562450,650.0,323,29,12562.0,France,2011-08-05 08:40:00
562451,206.9,52,10,15110.0,United Kingdom,2011-08-05 09:25:00
562452,233.22,158,11,16302.0,United Kingdom,2011-08-05 09:44:00
562453,234.54000000000002,122,10,18097.0,United Kingdom,2011-08-05 10:31:00
562454,312.14,262,21,15128.0,United Kingdom,2011-08-05 10:31:00
562455,320.3,210,17,18097.0,United Kingdom,2011-08-05 10:32:00
562456,402.02000000000004,304,20,15194.0,United Kingdom,2011-08-05 10:39:00
562457,593.35,1232,40,18079.0,United Kingdom,2011-08-05 11:00:00
562458,480.0,384,1,16029.0,United Kingdom,2011-08-05 11:16:00
562459,757.2,408,6,16029.0,United Kingdom,2011-08-05 11:17:00
562460,245.82999999999998,169,45,17841.0,United Kingdom,2011-08-05 11:19:00
562461,260.62,157,1,16029.0,United Kingdom,2011-08-05 11:19:00
562462,520.1,214,5,16029.0,United Kingdom,2011-08-05 11:21:00
562465,630.5,361,24,13908.0,United Kingdom,2011-08-05 11:46:00
562466,251.26,200,9,13435.0,United Kingdom,2011-08-05 11:49:00
562467,205.1,109,10,13513.0,United Kingdom,2011-08-05 11:50:00
562468,125.0,100,6,16928.0,United Kingdom,2011-08-05 11:52:00
562490,155.8,40,9,14720.0,United Kingdom,2011-08-05 12:06:00
562516,390.0,134,9,15129.0,United Kingdom,2011-08-05 12:25:00
562517,347.13,208,91,15719.0,United Kingdom,2011-08-05 12:27:00
562518,272.56,153,13,16818.0,United Kingdom,2011-08-05 12:30:00
562519,172.42000000000002,82,34,16764.0,United Kingdom,2011-08-05 12:37:00
562520,180.3,163,6,12599.0,France,2011-08-05 12:38:00
562521,340.06,154,8,17457.0,United Kingdom,2011-08-05 12:48:00
562523,304.2,260,3,16174.0,United Kingdom,2011-08-05 13:26:00
562524,301.41,225,12,15201.0,United Kingdom,2011-08-05 13:28:00
562525,100.21000000000001,75,7,18282.0,United Kingdom,2011-08-05 13:35:00
562526,166.36,70,18,16880.0,United Kingdom,2011-08-05 13:46:00
562527,307.8,134,4,12647.0,Germany,2011-08-05 13:49:00
562528,946.75,457,54,12610.0,Italy,2011-08-05 13:52:00
562529,29.58,30,2,15201.0,United Kingdom,2011-08-05 14:05:00
562531,102.1,58,2,13984.0,United Kingdom,2011-08-05 14:30:00
562532,17.85,3,1,14083.0,United Kingdom,2011-08-05 14:31:00
562533,16.5,10,1,17676.0,United Kingdom,2011-08-05 14:36:00
562534,809.11,388,20,14031.0,United Kingdom,2011-08-05 14:49:00
562535,319.32,249,14,13200.0,United Kingdom,2011-08-05 14:50:00
562537,771.75,421,50,12517.0,Germany,2011-08-05 15:02:00
562538,502.02,110,7,15505.0,United Kingdom,2011-08-05 15:07:00
562539,336.52,192,55,17220.0,United Kingdom,2011-08-05 15:30:00
562540,817.44,494,93,17400.0,United Kingdom,2011-08-05 15:38:00
562541,985.9200000000001,288,6,18102.0,United Kingdom,2011-08-05 15:39:00
562542,314.69,368,39,17377.0,United Kingdom,2011-08-05 15:40:00
562543,463.9,216,13,13552.0,United Kingdom,2011-08-05 15:45:00
562545,137.76,196,2,12971.0,United Kingdom,2011-08-05 15:46:00
562549,498.17,282,35,17092.0,United Kingdom,2011-08-05 16:10:00
562550,90.0,24,4,13082.0,United Kingdom,2011-08-05 16:16:00
562551,205.27,131,43,17231.0,United Kingdom,2011-08-05 16:19:00
562552,9.9,6,1,12748.0,United Kingdom,2011-08-05 16:23:00
562555,301.36,240,6,15671.0,United Kingdom,2011-08-05 16:37:00
562558,811.01,659,112,13451.0,United Kingdom,2011-08-05 16:43:00
562560,1572.73,744,143,14156.0,EIRE,2011-08-05 17:12:00
562562,299.42,201,16,16271.0,United Kingdom,2011-08-05 17:43:00
562563,302.28,268,8,13450.0,United Kingdom,2011-08-07 10:24:00
562564,234.35,133,17,15058.0,United Kingdom,2011-08-07 10:43:00
562565,121.11,50,14,16206.0,United Kingdom,2011-08-07 10:45:00
562566,303.9,154,8,16954.0,United Kingdom,2011-08-07 10:55:00
562567,100.4,140,13,12877.0,United Kingdom,2011-08-07 11:40:00
562568,107.4,60,6,12720.0,Germany,2011-08-07 11:59:00
562569,104.50999999999999,85,20,17323.0,United Kingdom,2011-08-07 12:05:00
562570,375.1,301,12,14079.0,United Kingdom,2011-08-07 12:10:00
562571,126.63,30,15,13782.0,United Kingdom,2011-08-07 12:21:00
562572,107.64,132,4,17298.0,United Kingdom,2011-08-07 12:21:00
562573,78.21000000000001,54,5,13248.0,United Kingdom,2011-08-07 12:40:00
562574,611.59,410,83,14903.0,United Kingdom,2011-08-07 12:42:00
562575,225.81,107,12,15411.0,United Kingdom,2011-08-07 12:54:00
562576,228.57999999999998,145,30,15518.0,United Kingdom,2011-08-07 13:08:00
562578,79.0,16,4,14331.0,United Kingdom,2011-08-07 13:17:00
562579,606.41,305,23,16950.0,United Kingdom,2011-08-07 13:30:00
562580,262.45,99,13,14024.0,United Kingdom,2011-08-07 13:31:00
562581,113.79,59,12,15860.0,United Kingdom,2011-08-07 13:43:00
562583,141.17,379,6,15831.0,United Kingdom,2011-08-07 13:54:00
562584,204.15,83,10,13752.0,United Kingdom,2011-08-07 14:16:00
562585,106.0,100,1,14053.0,United Kingdom,2011-08-07 14:27:00
562586,316.38,186,6,16066.0,United Kingdom,2011-08-07 14:33:00
562587,1444.66,844,55,15640.0,United Kingdom,2011-08-07 14:34:00
562589,107.64,64,5,15198.0,United Kingdom,2011-08-07 15:16:00
562590,53.519999999999996,72,2,12748.0,United Kingdom,2011-08-07 15:39:00
562591,46.56,48,2,12748.0,United Kingdom,2011-08-07 15:40:00
562592,263.19,298,15,13418.0,United Kingdom,2011-08-07 15:43:00
562593,662.03,461,109,16549.0,United Kingdom,2011-08-07 15:43:00
562595,142.5,102,8,17602.0,United Kingdom,2011-08-07 15:52:00
562596,325.51,292,19,16145.0,United Kingdom,2011-08-08 09:22:00
562598,309.06,178,17,15152.0,United Kingdom,2011-08-08 10:00:00
562599,194.51000000000002,83,10,13013.0,United Kingdom,2011-08-08 10:01:00
562600,169.10000000000002,83,6,12676.0,Sweden,2011-08-08 10:01:00
562602,981.38,550,58,12865.0,Austria,2011-08-08 10:11:00
562603,106.91,123,9,17870.0,United Kingdom,2011-08-08 10:40:00
562604,301.6,270,19,17611.0,United Kingdom,2011-08-08 10:51:00
562605,416.65,273,19,12530.0,Germany,2011-08-08 10:59:00
562606,19.92,24,1,13552.0,United Kingdom,2011-08-08 11:28:00
562607,645.35,346,39,12885.0,United Kingdom,2011-08-08 11:45:00
562608,3315.0699999999997,1905,89,15502.0,United Kingdom,2011-08-08 11:45:00
562609,175.2,16,1,17331.0,United Kingdom,2011-08-08 11:55:00
562610,1282.0,1132,2,16333.0,United Kingdom,2011-08-08 11:56:00
562611,809.82,492,41,17716.0,United Kingdom,2011-08-08 11:58:00
562612,226.93,211,16,16637.0,United Kingdom,2011-08-08 12:00:00
562614,24.880000000000003,13,5,17961.0,United Kingdom,2011-08-08 12:15:00
562615,254.8,202,19,16458.0,United Kingdom,2011-08-08 12:20:00
562616,347.64,452,24,14748.0,United Kingdom,2011-08-08 12:28:00
562619,159.92000000000002,109,27,15311.0,United Kingdom,2011-08-08 12:34:00
562621,364.26,194,21,14415.0,United Kingdom,2011-08-08 12:36:00
562649,211.85,51,36,14606.0,United Kingdom,2011-08-08 13:11:00
562650,80.0,2,1,17404.0,Sweden,2011-08-08 13:12:00
562652,714.33,365,21,14844.0,United Kingdom,2011-08-08 13:34:00
562670,829.96,603,58,14911.0,EIRE,2011-08-08 13:42:00
562680,241.01,180,75,17954.0,United Kingdom,2011-08-08 13:46:00
562688,1519.99,993,163,13869.0,United Kingdom,2011-08-08 13:53:00
562701,480.6,224,10,13767.0,United Kingdom,2011-08-08 13:59:00
562708,347.75,157,45,17085.0,United Kingdom,2011-08-08 14:15:00
562710,598.88,474,17,14298.0,United Kingdom,2011-08-08 14:37:00
562711,300.31,124,86,16788.0,United Kingdom,2011-08-08 14:53:00
562712,425.25,315,28,13016.0,United Kingdom,2011-08-08 15:00:00
562713,576.84,244,7,15189.0,United Kingdom,2011-08-08 15:17:00
562716,1388.92,628,37,14257.0,United Kingdom,2011-08-08 15:35:00
562718,169.4,84,10,18241.0,United Kingdom,2011-08-08 16:07:00
562719,53.95,8,5,16365.0,United Kingdom,2011-08-08 16:15:00
562720,36.89,26,14,15033.0,United Kingdom,2011-08-08 16:18:00
562721,242.84,208,10,15985.0,United Kingdom,2011-08-08 16:31:00
562722,1109.3400000000001,808,10,13798.0,United Kingdom,2011-08-08 16:43:00
562725,358.49,155,19,17302.0,United Kingdom,2011-08-09 09:04:00
562727,462.06,168,27,15601.0,United Kingdom,2011-08-09 09:26:00
562729,102.98,35,5,12569.0,Germany,2011-08-09 10:05:00
562730,477.46000000000004,662,13,17554.0,United Kingdom,2011-08-09 10:16:00
562732,307.56,269,19,18248.0,United Kingdom,2011-08-09 10:19:00
562733,984.39,447,40,14626.0,United Kingdom,2011-08-09 10:20:00
562767,282.23,95,14,13769.0,United Kingdom,2011-08-09 10:47:00
562768,257.48,124,15,14127.0,United Kingdom,2011-08-09 10:49:00
562769,190.8,100,8,14409.0,United Kingdom,2011-08-09 10:52:00
562770,1256.95,708,44,17139.0,United Kingdom,2011-08-09 11:56:00
562771,657.4000000000001,192,9,13113.0,United Kingdom,2011-08-09 12:00:00
562772,641.85,192,55,13097.0,United Kingdom,2011-08-09 12:07:00
562774,326.40000000000003,128,20,13500.0,United Kingdom,2011-08-09 12:20:00
562775,494.6,248,20,15078.0,United Kingdom,2011-08-09 12:21:00
562776,174.65,35,9,14180.0,United Kingdom,2011-08-09 12:23:00
562777,356.0,160,6,15247.0,United Kingdom,2011-08-09 12:52:00
562778,213.60000000000002,60,6,17591.0,United Kingdom,2011-08-09 12:55:00
562779,356.42,196,88,17841.0,United Kingdom,2011-08-09 12:58:00
562780,159.64,134,14,14901.0,United Kingdom,2011-08-09 13:03:00
